-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: latitude  19.07   longitude 72.88 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 97.15 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,DOY,PRECTOTCORR
2019,45,0.0
2019,46,0.0
2019,47,0.0
2019,48,0.0
2019,49,0.0
2019,50,0.0
2019,51,0.09
2019,52,0.0
2019,53,0.0
2019,54,0.0
2019,55,0.0
2019,56,0.0
2019,57,0.0
2019,58,0.0
2019,59,0.0
2019,60,0.0
2019,61,0.01
2019,62,0.04
2019,63,0.15
2019,64,0.0
2019,65,0.0
2019,66,0.0
2019,67,0.0
2019,68,0.04
2019,69,0.0
2019,70,0.01
2019,71,0.0
2019,72,0.0
2019,73,0.0
2019,74,0.0
2019,75,0.0
2019,76,0.26
2019,77,0.0
2019,78,0.0
2019,79,0.0
2019,80,0.0
2019,81,0.0
2019,82,0.02
2019,83,0.0
2019,84,0.0
2019,85,0.0
2019,86,0.04
2019,87,0.04
2019,88,0.03
2019,89,0.02
2019,90,0.01
2019,91,0.0
2019,92,0.01
2019,93,0.02
2019,94,0.03
2019,95,0.01
2019,96,0.0
2019,97,0.0
2019,98,0.0
2019,99,0.0
2019,100,0.0
2019,101,0.21
2019,102,0.25
2019,103,0.12
2019,104,0.28
2019,105,1.56
2019,106,0.55
2019,107,0.0
2019,108,0.0
2019,109,0.0
2019,110,0.0
2019,111,0.0
2019,112,0.0
2019,113,0.0
2019,114,0.02
2019,115,0.02
2019,116,0.12
2019,117,0.12
2019,118,0.22
2019,119,0.1
2019,120,0.01
2019,121,0.01
2019,122,0.0
2019,123,0.01
2019,124,0.05
2019,125,0.01
2019,126,0.01
2019,127,0.01
2019,128,0.0
2019,129,0.0
2019,130,0.0
2019,131,0.0
2019,132,0.01
2019,133,0.0
2019,134,0.0
2019,135,0.0
2019,136,0.13
2019,137,0.0
2019,138,0.0
2019,139,0.0
2019,140,0.0
2019,141,0.01
2019,142,0.01
2019,143,0.01
2019,144,0.01
2019,145,0.01
2019,146,0.02
2019,147,0.03
2019,148,0.01
2019,149,0.01
2019,150,0.02
2019,151,0.04
2019,152,0.05
2019,153,0.05
2019,154,0.06
2019,155,0.04
2019,156,0.16
2019,157,0.27
2019,158,0.94
2019,159,1.58
2019,160,2.08
2019,161,9.21
2019,162,21.09
2019,163,11.63
2019,164,7.07
2019,165,13.85
2019,166,20.94
2019,167,4.69
2019,168,4.22
2019,169,4.49
2019,170,5.07
2019,171,1.44
2019,172,0.14
2019,173,0.19
2019,174,1.21
2019,175,6.26
2019,176,4.64
2019,177,10.02
2019,178,46.97
2019,179,122.07
2019,180,62.96
2019,181,73.3
2019,182,94.36
2019,183,45.51
2019,184,25.44
2019,185,6.45
2019,186,55.39
2019,187,77.64
2019,188,48.08
2019,189,49.77
2019,190,38.03
2019,191,38.66
2019,192,34.82
2019,193,7.91
2019,194,12.81
2019,195,13.06
2019,196,8.43
2019,197,10.45
2019,198,5.15
2019,199,6.83
2019,200,13.37
2019,201,12.97
2019,202,8.63
2019,203,16.65
2019,204,17.75
2019,205,77.04
2019,206,31.46
2019,207,83.36
2019,208,70.16
2019,209,22.85
2019,210,66.13
2019,211,52.75
2019,212,45.07
2019,213,25.59
2019,214,65.63
2019,215,112.51
2019,216,117.88
2019,217,46.96
2019,218,19.5
2019,219,20.59
2019,220,16.86
2019,221,24.67
2019,222,23.5
2019,223,17.72
2019,224,7.36
2019,225,7.59
2019,226,7.92
2019,227,8.07
2019,228,9.14
2019,229,3.51
2019,230,3.54
2019,231,2.44
2019,232,2.07
2019,233,10.97
2019,234,8.04
2019,235,4.87
2019,236,7.86
2019,237,5.36
2019,238,2.22
2019,239,4.08
2019,240,2.2
2019,241,8.09
2019,242,24.82
2019,243,38.14
2019,244,25.22
2019,245,34.58
2019,246,87.13
2019,247,103.54
2019,248,68.34
2019,249,61.91
2019,250,83.79
2019,251,34.3
2019,252,32.48
2019,253,25.56
2019,254,14.41
2019,255,23.64
2019,256,42.01
2019,257,46.7
2019,258,18.41
2019,259,10.09
2019,260,20.21
2019,261,16.63
2019,262,41.85
2019,263,17.69
2019,264,8.34
2019,265,2.53
2019,266,2.98
2019,267,32.88
2019,268,36.91
2019,269,34.47
2019,270,4.94
2019,271,1.78
2019,272,2.49
2019,273,3.88
2019,274,2.19
2019,275,0.87
2019,276,1.63
2019,277,10.62
2019,278,12.33
2019,279,6.9
2019,280,3.95
2019,281,14.48
2019,282,14.02
2019,283,3.9
2019,284,1.91
2019,285,3.91
2019,286,4.44
2019,287,0.37
2019,288,0.0
2019,289,0.0
2019,290,0.0
2019,291,2.16
2019,292,19.03
2019,293,10.96
2019,294,5.18
2019,295,22.63
2019,296,27.84
2019,297,9.29
2019,298,4.14
2019,299,3.57
2019,300,1.1
2019,301,1.03
2019,302,1.16
2019,303,2.58
2019,304,0.48
2019,305,17.85
2019,306,19.71
2019,307,2.17
2019,308,2.49
2019,309,0.44
2019,310,0.45
2019,311,2.49
2019,312,6.8
2019,313,0.76
2019,314,0.0
2019,315,0.06
2019,316,0.08
2019,317,0.02
2019,318,0.0
2019,319,0.0
2019,320,0.0
2019,321,0.0
2019,322,0.0
2019,323,0.0
2019,324,0.0
2019,325,0.0
2019,326,0.0
2019,327,0.0
2019,328,0.0
2019,329,0.0
2019,330,0.0
2019,331,0.0
2019,332,0.0
2019,333,0.0
2019,334,0.07
2019,335,0.1
2019,336,0.01
2019,337,0.05
2019,338,0.2
2019,339,0.48
2019,340,0.04
2019,341,0.0
2019,342,0.0
2019,343,0.0
2019,344,0.01
2019,345,0.01
2019,346,0.01
2019,347,0.18
2019,348,0.0
2019,349,0.0
2019,350,0.0
2019,351,0.0
2019,352,0.11
2019,353,0.0
2019,354,0.0
2019,355,0.0
2019,356,0.04
2019,357,0.12
2019,358,0.19
2019,359,1.17
2019,360,0.08
2019,361,0.0
2019,362,0.0
2019,363,0.0
2019,364,0.1
2019,365,0.0
2020,1,0.0
2020,2,0.0
2020,3,0.03
2020,4,0.0
2020,5,0.0
2020,6,0.05
2020,7,0.0
2020,8,0.0
2020,9,0.0
2020,10,0.0
2020,11,0.0
2020,12,0.0
2020,13,0.04
2020,14,0.01
2020,15,0.0
2020,16,0.0
2020,17,0.0
2020,18,0.0
2020,19,0.0
2020,20,0.0
2020,21,0.0
2020,22,0.0
2020,23,0.0
2020,24,0.0
2020,25,0.0
2020,26,0.0
2020,27,0.0
2020,28,0.03
2020,29,0.0
2020,30,0.0
2020,31,0.0
2020,32,0.0
2020,33,0.01
2020,34,0.0
2020,35,0.0
2020,36,0.0
2020,37,0.0
2020,38,0.0
2020,39,0.0
2020,40,0.0
2020,41,0.0
2020,42,0.05
2020,43,0.01
2020,44,0.01
2020,45,0.0
2020,46,0.0
2020,47,0.0
2020,48,0.0
2020,49,0.0
2020,50,0.0
2020,51,0.0
2020,52,0.0
2020,53,0.0
2020,54,0.0
2020,55,0.0
2020,56,0.0
2020,57,0.0
2020,58,0.0
2020,59,0.0
2020,60,0.11
2020,61,0.02
2020,62,0.0
2020,63,0.0
2020,64,0.0
2020,65,0.0
2020,66,0.05
2020,67,0.02
2020,68,0.0
2020,69,0.0
2020,70,0.0
2020,71,0.03
2020,72,0.62
2020,73,0.0
2020,74,0.0
2020,75,0.0
2020,76,0.04
2020,77,0.02
2020,78,0.0
2020,79,0.01
2020,80,0.0
2020,81,0.0
2020,82,0.0
2020,83,0.08
2020,84,0.12
2020,85,0.79
2020,86,0.63
2020,87,0.84
2020,88,0.32
2020,89,0.33
2020,90,0.15
2020,91,0.0
2020,92,0.0
2020,93,0.1
2020,94,0.0
2020,95,0.01
2020,96,0.16
2020,97,0.32
2020,98,0.0
2020,99,0.0
2020,100,0.0
2020,101,0.01
2020,102,0.08
2020,103,1.07
2020,104,0.39
2020,105,0.31
2020,106,0.09
2020,107,0.48
2020,108,0.09
2020,109,0.21
2020,110,0.83
2020,111,0.06
2020,112,0.09
2020,113,0.01
2020,114,0.04
2020,115,0.05
2020,116,0.01
2020,117,0.01
2020,118,0.04
2020,119,0.11
2020,120,0.23
2020,121,0.34
2020,122,1.0
2020,123,1.63
2020,124,0.49
2020,125,0.06
2020,126,0.26
2020,127,0.07
2020,128,0.01
2020,129,0.0
2020,130,0.01
2020,131,0.06
2020,132,0.75
2020,133,0.08
2020,134,0.07
2020,135,0.49
2020,136,0.87
2020,137,0.32
2020,138,0.29
2020,139,0.12
2020,140,0.04
2020,141,0.01
2020,142,0.0
2020,143,0.0
2020,144,0.01
2020,145,0.03
2020,146,0.01
2020,147,0.0
2020,148,0.0
2020,149,0.0
2020,150,0.01
2020,151,0.02
2020,152,0.71
2020,153,2.69
2020,154,22.87
2020,155,74.26
2020,156,39.4
2020,157,3.73
2020,158,16.7
2020,159,9.27
2020,160,15.51
2020,161,5.39
2020,162,8.8
2020,163,6.8
2020,164,8.65
2020,165,24.85
2020,166,14.0
2020,167,27.55
2020,168,11.86
2020,169,13.46
2020,170,32.44
2020,171,12.14
2020,172,4.55
2020,173,7.22
2020,174,3.34
2020,175,5.21
2020,176,1.01
2020,177,1.56
2020,178,4.17
2020,179,8.23
2020,180,10.85
2020,181,36.73
2020,182,29.84
2020,183,7.54
2020,184,12.21
2020,185,43.62
2020,186,103.54
2020,187,60.79
2020,188,44.96
2020,189,57.28
2020,190,20.4
2020,191,23.9
2020,192,11.93
2020,193,14.43
2020,194,26.51
2020,195,18.16
2020,196,31.35
2020,197,67.41
2020,198,36.7
2020,199,27.1
2020,200,10.68
2020,201,5.8
2020,202,9.12
2020,203,5.01
2020,204,6.26
2020,205,10.4
2020,206,23.0
2020,207,10.67
2020,208,9.09
2020,209,20.23
2020,210,26.27
2020,211,14.83
2020,212,12.99
2020,213,6.53
2020,214,9.09
2020,215,8.9
2020,216,46.41
2020,217,109.49
2020,218,129.26
2020,219,126.09
2020,220,24.63
2020,221,15.15
2020,222,10.81
2020,223,34.61
2020,224,22.1
2020,225,41.8
2020,226,55.75
2020,227,60.58
2020,228,41.16
2020,229,33.79
2020,230,51.77
2020,231,32.52
2020,232,19.36
2020,233,48.99
2020,234,48.7
2020,235,20.82
2020,236,13.15
2020,237,9.61
2020,238,6.74
2020,239,2.87
2020,240,7.86
2020,241,56.94
2020,242,62.18
2020,243,31.07
2020,244,21.16
2020,245,7.35
2020,246,1.81
2020,247,1.03
2020,248,4.27
2020,249,14.84
2020,250,8.73
2020,251,11.46
2020,252,2.94
2020,253,5.77
2020,254,39.64
2020,255,11.8
2020,256,19.97
2020,257,6.26
2020,258,6.33
2020,259,4.01
2020,260,7.29
2020,261,9.09
2020,262,3.02
2020,263,13.15
2020,264,16.17
2020,265,10.41
2020,266,78.2
2020,267,57.73
2020,268,5.55
2020,269,11.68
2020,270,1.5
2020,271,1.95
2020,272,0.69
2020,273,0.68
2020,274,0.74
2020,275,0.68
2020,276,2.47
2020,277,10.81
2020,278,4.6
2020,279,0.68
2020,280,0.28
2020,281,0.44
2020,282,1.31
2020,283,0.27
2020,284,7.77
2020,285,11.12
2020,286,2.68
2020,287,8.22
2020,288,11.54
2020,289,48.81
2020,290,8.68
2020,291,3.26
2020,292,1.23
2020,293,5.39
2020,294,19.24
2020,295,5.03
2020,296,15.08
2020,297,5.36
2020,298,2.59
2020,299,2.74
2020,300,0.07
2020,301,0.0
2020,302,0.0
2020,303,0.0
2020,304,0.0
2020,305,0.0
2020,306,0.0
2020,307,0.0
2020,308,0.0
2020,309,0.0
2020,310,0.0
2020,311,0.0
2020,312,0.0
2020,313,0.0
2020,314,0.01
2020,315,0.0
2020,316,0.0
2020,317,0.0
2020,318,0.0
2020,319,0.01
2020,320,0.03
2020,321,0.0
2020,322,0.05
2020,323,0.08
2020,324,0.04
2020,325,0.22
2020,326,0.03
2020,327,0.0
2020,328,0.0
2020,329,0.0
2020,330,0.0
2020,331,0.0
2020,332,0.0
2020,333,0.01
2020,334,0.0
2020,335,0.0
2020,336,0.0
2020,337,0.01
2020,338,0.0
2020,339,0.0
2020,340,0.0
2020,341,0.0
2020,342,0.0
2020,343,0.02
2020,344,0.01
2020,345,0.26
2020,346,2.09
2020,347,0.89
2020,348,1.45
2020,349,7.19
2020,350,0.06
2020,351,0.0
2020,352,0.0
2020,353,0.0
2020,354,0.0
2020,355,0.25
2020,356,0.0
2020,357,0.0
2020,358,0.0
2020,359,0.0
2020,360,0.0
2020,361,0.0
2020,362,0.0
2020,363,0.0
2020,364,0.0
2020,365,0.0
2020,366,0.0
2021,1,0.03
2021,2,0.02
2021,3,0.01
2021,4,0.08
2021,5,0.08
2021,6,0.0
2021,7,0.6
2021,8,3.32
2021,9,3.92
2021,10,0.19
2021,11,0.02
2021,12,0.0
2021,13,0.0
2021,14,0.0
2021,15,0.0
2021,16,0.0
2021,17,0.0
2021,18,0.0
2021,19,0.0
2021,20,0.0
2021,21,0.0
2021,22,0.0
2021,23,0.0
2021,24,0.0
2021,25,0.0
2021,26,0.0
2021,27,0.0
2021,28,0.0
2021,29,0.0
2021,30,0.0
2021,31,0.0
2021,32,0.0
2021,33,0.0
2021,34,0.0
2021,35,0.0
2021,36,0.0
2021,37,0.0
2021,38,0.0
2021,39,0.0
2021,40,0.0
2021,41,0.0
2021,42,0.0
2021,43,0.0
2021,44,0.0
2021,45,0.0
2021,46,0.01
2021,47,0.0
2021,48,0.01
2021,49,3.26
2021,50,8.1
2021,51,0.0
2021,52,0.0
2021,53,0.0
2021,54,0.0
2021,55,0.0
2021,56,0.0
2021,57,0.0
2021,58,0.0
2021,59,0.0
2021,60,0.0
2021,61,0.0
2021,62,0.0
2021,63,0.0
2021,64,0.0
2021,65,0.0
2021,66,0.0
2021,67,0.0
2021,68,0.01
2021,69,0.01
2021,70,0.0
2021,71,0.0
2021,72,0.0
2021,73,0.0
2021,74,0.0
2021,75,0.0
2021,76,0.02
2021,77,0.09
2021,78,0.07
2021,79,0.01
2021,80,0.02
2021,81,1.46
2021,82,0.37
2021,83,0.04
2021,84,0.2
2021,85,0.0
2021,86,0.0
2021,87,0.01
2021,88,0.01
2021,89,0.0
2021,90,0.0
2021,91,0.04
2021,92,0.01
2021,93,0.0
2021,94,0.0
2021,95,0.0
2021,96,0.01
2021,97,0.0
2021,98,0.07
2021,99,0.04
2021,100,0.08
2021,101,0.91
2021,102,0.25
2021,103,1.78
2021,104,0.54
2021,105,0.32
2021,106,0.24
2021,107,0.0
2021,108,0.01
2021,109,0.0
2021,110,0.01
2021,111,0.57
2021,112,0.09
2021,113,0.01
2021,114,0.03
2021,115,0.26
2021,116,0.65
2021,117,0.47
2021,118,0.47
2021,119,0.39
2021,120,0.42
2021,121,0.57
2021,122,1.48
2021,123,1.39
2021,124,0.69
2021,125,1.2
2021,126,0.75
2021,127,0.8
2021,128,0.09
2021,129,0.38
2021,130,0.04
2021,131,0.01
2021,132,0.0
2021,133,0.12
2021,134,0.13
2021,135,3.09
2021,136,11.81
2021,137,192.72
2021,138,77.57
2021,139,12.87
2021,140,0.35
2021,141,0.26
2021,142,0.48
2021,143,0.34
2021,144,0.24
2021,145,0.18
2021,146,0.24
2021,147,0.21
2021,148,0.23
2021,149,3.98
2021,150,5.6
2021,151,10.8
2021,152,18.38
2021,153,14.08
2021,154,4.88
2021,155,3.62
2021,156,13.56
2021,157,10.04
2021,158,6.18
2021,159,31.0
2021,160,54.2
2021,161,55.91
2021,162,37.06
2021,163,32.49
2021,164,19.53
2021,165,5.61
2021,166,29.75
2021,167,43.4
2021,168,61.14
2021,169,54.49
2021,170,44.56
2021,171,19.16
2021,172,5.09
2021,173,4.08
2021,174,5.47
2021,175,10.57
2021,176,21.47
2021,177,7.69
2021,178,6.28
2021,179,26.0
2021,180,6.74
2021,181,3.91
2021,182,2.31
2021,183,0.85
2021,184,1.03
2021,185,0.99
2021,186,3.95
2021,187,2.78
2021,188,4.93
2021,189,20.77
2021,190,24.21
2021,191,9.61
2021,192,15.08
2021,193,93.46
2021,194,41.63
2021,195,27.06
2021,196,89.19
2021,197,26.92
2021,198,64.44
2021,199,69.83
2021,200,105.98
2021,201,60.3
2021,202,119.2
2021,203,44.19
2021,204,55.22
2021,205,31.3
2021,206,26.27
2021,207,18.53
2021,208,16.2
2021,209,18.34
2021,210,20.2
2021,211,30.93
2021,212,6.43
2021,213,5.98
2021,214,11.06
2021,215,15.55
2021,216,13.85
2021,217,6.41
2021,218,3.8
2021,219,2.27
2021,220,4.96
2021,221,1.55
2021,222,3.37
2021,223,5.82
2021,224,10.95
2021,225,7.09
2021,226,16.19
2021,227,17.72
2021,228,10.27
2021,229,11.53
2021,230,28.89
2021,231,38.03
2021,232,16.41
2021,233,36.37
2021,234,1.6
2021,235,0.42
2021,236,1.09
2021,237,1.31
2021,238,3.53
2021,239,3.63
2021,240,0.93
2021,241,0.96
2021,242,15.65
2021,243,81.32
2021,244,11.59
2021,245,7.96
2021,246,18.03
2021,247,15.54
2021,248,13.12
2021,249,13.94
2021,250,50.27
2021,251,37.54
2021,252,15.9
2021,253,17.93
2021,254,31.19
2021,255,46.82
2021,256,37.0
2021,257,14.56
2021,258,3.75
2021,259,1.98
2021,260,0.66
2021,261,2.66
2021,262,15.01
2021,263,16.88
2021,264,34.56
2021,265,37.11
2021,266,6.56
2021,267,0.99
2021,268,1.75
2021,269,1.63
2021,270,19.86
2021,271,72.57
2021,272,17.41
2021,273,7.01
2021,274,2.23
2021,275,1.5
2021,276,1.48
2021,277,2.69
2021,278,3.83
2021,279,21.94
2021,280,1.1
2021,281,10.44
2021,282,10.26
2021,283,2.3
2021,284,4.2
2021,285,8.91
2021,286,0.99
2021,287,0.18
2021,288,0.01
2021,289,0.0
2021,290,0.14
2021,291,0.02
2021,292,0.19
2021,293,0.07
2021,294,0.0
2021,295,0.0
2021,296,0.0
2021,297,0.11
2021,298,0.01
2021,299,0.05
2021,300,0.0
2021,301,0.07
2021,302,0.0
2021,303,0.05
2021,304,0.0
2021,305,0.0
2021,306,0.0
2021,307,0.0
2021,308,0.12
2021,309,3.21
2021,310,5.42
2021,311,1.34
2021,312,0.01
2021,313,0.0
2021,314,0.0
2021,315,0.0
2021,316,0.0
2021,317,0.0
2021,318,0.03
2021,319,0.12
2021,320,2.06
2021,321,3.44
2021,322,7.44
2021,323,1.71
2021,324,1.05
2021,325,11.21
2021,326,10.17
2021,327,0.03
2021,328,0.01
2021,329,0.0
2021,330,0.0
2021,331,0.0
2021,332,0.0
2021,333,0.0
2021,334,2.44
2021,335,63.01
2021,336,7.07
2021,337,0.14
2021,338,0.05
2021,339,0.03
2021,340,0.02
2021,341,0.0
2021,342,0.11
2021,343,0.0
2021,344,0.0
2021,345,0.0
2021,346,0.01
2021,347,0.01
2021,348,0.0
2021,349,0.2
2021,350,0.0
2021,351,0.0
2021,352,0.0
2021,353,0.0
2021,354,0.0
2021,355,0.0
2021,356,0.0
2021,357,0.0
2021,358,0.0
2021,359,0.0
2021,360,0.0
2021,361,0.0
2021,362,0.0
2021,363,0.0
2021,364,0.0
2021,365,0.0
2022,1,0.0
2022,2,0.0
2022,3,0.0
2022,4,0.0
2022,5,0.0
2022,6,0.13
2022,7,0.02
2022,8,1.44
2022,9,0.14
2022,10,0.0
2022,11,0.0
2022,12,0.0
2022,13,0.0
2022,14,0.06
2022,15,0.0
2022,16,0.0
2022,17,0.0
2022,18,0.0
2022,19,0.0
2022,20,0.0
2022,21,0.05
2022,22,0.31
2022,23,0.06
2022,24,0.0
2022,25,0.0
2022,26,0.0
2022,27,0.0
2022,28,0.0
2022,29,0.0
2022,30,0.0
2022,31,0.0
2022,32,0.0
2022,33,0.0
2022,34,0.0
2022,35,0.0
2022,36,0.0
2022,37,0.0
2022,38,0.0
2022,39,0.0
2022,40,0.02
2022,41,0.0
2022,42,0.0
2022,43,0.0
2022,44,0.0
2022,45,0.0
2022,46,0.0
2022,47,0.0
2022,48,0.0
2022,49,0.0
2022,50,0.0
2022,51,0.22
2022,52,0.0
2022,53,0.0
2022,54,0.0
2022,55,0.0
2022,56,0.0
2022,57,0.01
2022,58,0.0
2022,59,0.0
2022,60,0.0
2022,61,0.0
2022,62,0.0
2022,63,0.0
2022,64,0.0
2022,65,0.0
2022,66,0.17
2022,67,0.1
2022,68,0.1
2022,69,0.05
2022,70,0.21
2022,71,0.01
2022,72,0.0
2022,73,0.0
2022,74,0.0
2022,75,0.0
2022,76,0.24
2022,77,0.42
2022,78,0.45
2022,79,0.03
2022,80,0.01
2022,81,0.44
2022,82,2.24
2022,83,1.56
2022,84,0.0
2022,85,0.01
2022,86,0.0
2022,87,0.0
2022,88,0.08
2022,89,0.1
2022,90,0.0
2022,91,0.0
2022,92,0.0
2022,93,0.0
2022,94,0.03
2022,95,0.18
2022,96,0.22
2022,97,0.21
2022,98,0.4
2022,99,0.19
2022,100,0.05
2022,101,0.04
2022,102,0.0
2022,103,0.01
2022,104,0.02
2022,105,0.04
2022,106,0.02
2022,107,0.02
2022,108,0.02
2022,109,0.05
2022,110,0.14
2022,111,0.07
2022,112,0.78
2022,113,0.75
2022,114,0.28
2022,115,0.08
2022,116,0.13
2022,117,0.01
2022,118,0.02
2022,119,0.02
2022,120,0.02
2022,121,0.02
2022,122,0.02
2022,123,0.02
2022,124,0.0
2022,125,0.0
2022,126,0.03
2022,127,0.01
2022,128,0.14
2022,129,0.18
2022,130,0.14
2022,131,0.13
2022,132,0.13
2022,133,0.09
2022,134,0.08
2022,135,0.08
2022,136,0.25
2022,137,0.37
2022,138,0.16
2022,139,0.46
2022,140,0.15
2022,141,0.07
2022,142,0.3
2022,143,2.86
2022,144,1.9
2022,145,0.33
2022,146,0.05
2022,147,0.01
2022,148,0.01
2022,149,0.01
2022,150,0.01
2022,151,0.27
2022,152,0.53
2022,153,0.19
2022,154,0.25
2022,155,0.27
2022,156,0.12
2022,157,0.12
2022,158,1.52
2022,159,1.23
2022,160,3.12
2022,161,11.24
2022,162,25.37
2022,163,5.52
2022,164,1.57
2022,165,1.62
2022,166,4.86
2022,167,9.21
2022,168,7.5
2022,169,6.8
2022,170,29.13
2022,171,20.72
2022,172,13.0
2022,173,22.48
2022,174,17.38
2022,175,16.31
2022,176,5.29
2022,177,14.31
2022,178,17.53
2022,179,14.12
2022,180,33.66
2022,181,52.41
2022,182,67.86
2022,183,27.73
2022,184,20.14
2022,185,63.8
2022,186,97.61
2022,187,83.32
2022,188,54.55
2022,189,71.1
2022,190,44.3
2022,191,57.38
2022,192,92.15
2022,193,78.31
2022,194,97.86
2022,195,102.07
2022,196,44.43
2022,197,34.07
2022,198,18.55
2022,199,22.58
2022,200,32.15
2022,201,13.99
2022,202,10.5
2022,203,6.48
2022,204,25.04
2022,205,29.04
2022,206,17.28
2022,207,6.35
2022,208,15.21
2022,209,13.36
2022,210,1.53
2022,211,1.2
2022,212,2.31
2022,213,1.84
2022,214,7.84
2022,215,10.06
2022,216,16.52
2022,217,12.38
2022,218,15.64
2022,219,41.89
2022,220,67.89
2022,221,63.72
2022,222,31.77
2022,223,42.45
2022,224,19.49
2022,225,18.71
2022,226,16.76
2022,227,38.81
2022,228,35.62
2022,229,21.5
2022,230,13.35
2022,231,12.82
2022,232,12.06
2022,233,8.92
2022,234,13.02
2022,235,19.73
2022,236,11.99
2022,237,5.61
2022,238,1.79
2022,239,0.23
2022,240,1.29
2022,241,1.41
2022,242,2.39
2022,243,10.34
2022,244,7.4
2022,245,4.56
2022,246,7.92
2022,247,7.41
2022,248,9.92
2022,249,11.6
2022,250,7.64
2022,251,77.44
2022,252,10.26
2022,253,10.35
2022,254,23.75
2022,255,34.64
2022,256,32.84
2022,257,29.54
2022,258,44.49
2022,259,58.87
2022,260,33.52
2022,261,33.66
2022,262,8.83
2022,263,7.04
2022,264,3.56
2022,265,4.46
2022,266,7.01
2022,267,4.36
2022,268,6.0
2022,269,3.33
2022,270,1.82
2022,271,1.3
2022,272,8.77
2022,273,19.04
2022,274,6.19
2022,275,2.45
2022,276,0.22
2022,277,1.27
2022,278,1.03
2022,279,8.62
2022,280,43.1
2022,281,14.9
2022,282,0.57
2022,283,0.99
2022,284,16.35
2022,285,8.97
2022,286,7.79
2022,287,26.96
2022,288,11.55
2022,289,0.31
2022,290,7.19
2022,291,14.15
2022,292,2.32
2022,293,3.2
2022,294,10.32
2022,295,0.16
2022,296,0.0
2022,297,0.0
2022,298,0.0
2022,299,0.0
2022,300,0.0
2022,301,0.0
2022,302,0.0
2022,303,0.0
2022,304,0.0
2022,305,0.0
2022,306,0.0
2022,307,0.0
2022,308,0.0
2022,309,0.0
2022,310,0.0
2022,311,0.0
2022,312,0.0
2022,313,0.0
2022,314,0.0
2022,315,0.0
2022,316,0.12
2022,317,0.61
2022,318,0.0
2022,319,0.0
2022,320,0.0
2022,321,0.0
2022,322,0.0
2022,323,0.0
2022,324,0.0
2022,325,0.0
2022,326,0.01
2022,327,0.0
2022,328,0.0
2022,329,0.0
2022,330,0.0
2022,331,0.0
2022,332,0.0
2022,333,0.0
2022,334,0.0
2022,335,0.0
2022,336,0.0
2022,337,0.0
2022,338,0.0
2022,339,0.01
2022,340,0.01
2022,341,0.0
2022,342,1.71
2022,343,1.44
2022,344,0.0
2022,345,0.0
2022,346,0.12
2022,347,0.17
2022,348,1.14
2022,349,0.82
2022,350,0.04
2022,351,0.01
2022,352,0.0
2022,353,0.0
2022,354,0.0
2022,355,0.0
2022,356,0.0
2022,357,0.0
2022,358,0.0
2022,359,0.0
2022,360,0.0
2022,361,0.0
2022,362,0.0
2022,363,0.0
2022,364,0.0
2022,365,0.0
2023,1,0.0
2023,2,0.0
2023,3,0.0
2023,4,0.0
2023,5,0.0
2023,6,0.0
2023,7,0.0
2023,8,0.0
2023,9,0.0
2023,10,0.0
2023,11,0.0
2023,12,0.0
2023,13,0.0
2023,14,0.0
2023,15,0.0
2023,16,0.0
2023,17,0.0
2023,18,0.0
2023,19,0.0
2023,20,0.0
2023,21,0.0
2023,22,0.0
2023,23,0.0
2023,24,0.0
2023,25,0.0
2023,26,0.0
2023,27,0.0
2023,28,0.02
2023,29,0.15
2023,30,0.01
2023,31,0.0
2023,32,0.18
2023,33,0.01
2023,34,0.0
2023,35,0.0
2023,36,0.0
2023,37,0.0
2023,38,0.0
2023,39,0.0
2023,40,0.0
2023,41,0.0
2023,42,0.0
2023,43,0.0
2023,44,0.0
2023,45,0.0
2023,46,0.0
2023,47,0.0
2023,48,0.0
2023,49,0.0
2023,50,0.0
2023,51,0.0
2023,52,0.0
2023,53,0.0
2023,54,0.0
2023,55,0.0
2023,56,0.0
2023,57,0.0
2023,58,0.0
2023,59,0.0
2023,60,0.0
2023,61,0.0
2023,62,0.0
2023,63,0.0
2023,64,0.12
2023,65,2.44
2023,66,0.9
2023,67,0.02
2023,68,0.0
2023,69,0.0
2023,70,0.0
2023,71,0.0
2023,72,0.0
2023,73,0.0
2023,74,0.32
2023,75,0.86
2023,76,1.08
2023,77,0.87
2023,78,0.67
2023,79,1.23
2023,80,7.46
2023,81,0.01
2023,82,0.0
2023,83,0.0
2023,84,0.0
2023,85,0.0
2023,86,0.0
2023,87,0.02
2023,88,0.0
2023,89,0.0
2023,90,0.03
2023,91,0.0
2023,92,0.0
2023,93,0.0
2023,94,0.0
2023,95,0.03
2023,96,0.18
2023,97,0.28
2023,98,0.03
2023,99,0.5
2023,100,0.07
2023,101,0.09
2023,102,1.31
2023,103,0.12
2023,104,2.29
2023,105,0.55
2023,106,0.7
2023,107,0.14
2023,108,0.24
2023,109,0.28
2023,110,0.76
2023,111,0.08
2023,112,0.0
2023,113,0.0
